comparison,version,true_apis,false_apis,napps,keywords
<=,17,android.graphics.RectF.set(FFFF)V,android.graphics.Canvas.clipRect(Landroid/graphics/RectF;Landroid/graphics/Region$Op;)Z&android.graphics.Path.reset()V&android.graphics.Path.close()V&android.graphics.Canvas.save()I&android.graphics.Path.lineTo(FF)V&android.graphics.Canvas.restore()V&android.graphics.Canvas.clipPath(Landroid/graphics/Path;Landroid/graphics/Region$Op;)Z&android.graphics.Canvas.drawRect(FFFFLandroid/graphics/Paint;)V&android.graphics.Path.moveTo(FF)V,1, ||| 
<=,17,android.graphics.Canvas.drawRect(FFFFLandroid/graphics/Paint;)V,android.graphics.RectF.set(FFFF)V,1, ||| 
<=,17,android.graphics.Bitmap.setPixels([IIIIIII)V&android.graphics.Bitmap.getWidth()I&android.graphics.Bitmap.getConfig()Landroid/graphics/Bitmap$Config;&android.graphics.Bitmap.getHeight()I&android.graphics.Bitmap.getPixels([IIIIIII)V&android.graphics.Bitmap.copy(Landroid/graphics/Bitmap$Config;Z)Landroid/graphics/Bitmap;,android.renderscript.Allocation.getType()Landroid/renderscript/Type;&android.renderscript.Allocation.createTyped(Landroid/renderscript/RenderScript;Landroid/renderscript/Type;)Landroid/renderscript/Allocation;&android.renderscript.Allocation.copyTo(Landroid/graphics/Bitmap;)V&android.graphics.Bitmap.getConfig()Landroid/graphics/Bitmap$Config;&android.graphics.Bitmap.getHeight()I&android.renderscript.Element.U8_4(Landroid/renderscript/RenderScript;)Landroid/renderscript/Element;&android.renderscript.RenderScript.setMessageHandler(Landroid/renderscript/RenderScript$RSMessageHandler;)V&android.renderscript.ScriptIntrinsicBlur.create(Landroid/renderscript/RenderScript;Landroid/renderscript/Element;)Landroid/renderscript/ScriptIntrinsicBlur;&android.renderscript.ScriptIntrinsicBlur.setInput(Landroid/renderscript/Allocation;)V&android.renderscript.ScriptIntrinsicBlur.forEach(Landroid/renderscript/Allocation;)V&android.renderscript.RenderScript$RSMessageHandler.<init>()V&android.renderscript.Allocation.createFromBitmap(Landroid/renderscript/RenderScript;Landroid/graphics/Bitmap;Landroid/renderscript/Allocation$MipmapControl;I)Landroid/renderscript/Allocation;&android.renderscript.RenderScript.destroy()V&android.renderscript.RenderScript.create(Landroid/content/Context;)Landroid/renderscript/RenderScript;&android.graphics.Bitmap.setPixels([IIIIIII)V&android.graphics.Bitmap.getWidth()I&android.graphics.Bitmap.getPixels([IIIIIII)V&android.renderscript.ScriptIntrinsicBlur.setRadius(F)V&android.graphics.Bitmap.copy(Landroid/graphics/Bitmap$Config;Z)Landroid/graphics/Bitmap;,1, ||| 
<=,17,android.os.HandlerThread.<init>(Ljava/lang/String;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.os.HandlerThread.quit()Z&android.os.HandlerThread.getLooper()Landroid/os/Looper;&android.os.Handler.postDelayed(Ljava/lang/Runnable;J)Z,android.content.Intent.getIntArrayExtra(Ljava/lang/String;)[I&android.os.ConditionVariable.<init>(Z)V&android.view.Display.getRefreshRate()F&android.os.HandlerThread.<init>(Ljava/lang/String;)V&android.content.Context.registerReceiver(Landroid/content/BroadcastReceiver;Landroid/content/IntentFilter;)Landroid/content/Intent;&android.os.Handler.<init>(Landroid/os/Looper;)V&android.media.MediaCodec$CryptoInfo.<init>()V&android.media.AudioTimestamp.<init>()V&android.os.Handler.<init>(Landroid/os/Looper;Landroid/os/Handler$Callback;)V&android.view.WindowManager.getDefaultDisplay()Landroid/view/Display;&android.os.HandlerThread.getLooper()Landroid/os/Looper;&android.os.Handler.postDelayed(Ljava/lang/Runnable;J)Z&android.content.Intent.getIntExtra(Ljava/lang/String;I)I&android.content.IntentFilter.<init>(Ljava/lang/String;)V&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.os.Handler.getLooper()Landroid/os/Looper;&android.content.Context.getAssets()Landroid/content/res/AssetManager;&android.util.SparseArray.<init>()V&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.media.MediaDrm.<init>(Ljava/util/UUID;)V&android.media.MediaCodec$BufferInfo.<init>()V&android.os.HandlerThread.quit()Z&android.util.Base64.decode(Ljava/lang/String;I)[B,1, ||| 
<=,17,android.view.ViewConfiguration.getScaledDoubleTapSlop()I&android.os.Handler.<init>()V&android.view.ViewConfiguration.get(Landroid/content/Context;)Landroid/view/ViewConfiguration;&android.view.ViewConfiguration.getScaledMinimumFlingVelocity()I&android.os.Handler.getLooper()Landroid/os/Looper;&android.view.ViewConfiguration.getScaledTouchSlop()I&android.os.Handler.<init>(Landroid/os/Looper;)V&android.view.ViewConfiguration.getScaledMaximumFlingVelocity()I,android.view.GestureDetector.<init>(Landroid/content/Context;Landroid/view/GestureDetector$OnGestureListener;Landroid/os/Handler;)V,1, ||| 
<=,17,android.support.v7.app.AppCompatActivity.findViewById(I)Landroid/view/View;&android.view.View.findViewById(I)Landroid/view/View;&android.view.View.setVisibility(I)V,android.widget.TextView.setEnabled(Z)V&android.support.v7.app.AppCompatActivity.findViewById(I)Landroid/view/View;&android.app.Activity.getApplication()Landroid/app/Application;&android.content.ComponentName.getClassName()Ljava/lang/String;&android.view.View.findViewById(I)Landroid/view/View;&android.support.v7.widget.SwitchCompat.setChecked(Z)V&android.content.ContextWrapper.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.widget.CompoundButton.setOnCheckedChangeListener(Landroid/widget/CompoundButton$OnCheckedChangeListener;)V&android.app.ActivityManager.getRunningServices(I)Ljava/util/List;,1, ||| 
<=,17,"",android.support.v4.app.NotificationCompat$Builder.setContentTitle(Ljava/lang/CharSequence;)Landroid/support/v4/app/NotificationCompat$Builder;&android.support.v4.app.NotificationCompat$Builder.setSmallIcon(I)Landroid/support/v4/app/NotificationCompat$Builder;&android.support.v4.app.NotificationCompat$Builder.<init>(Landroid/content/Context;)V&android.support.v4.app.NotificationCompat$Builder.setGroup(Ljava/lang/String;)Landroid/support/v4/app/NotificationCompat$Builder;&android.support.v4.app.NotificationCompat$Builder.addAction(ILjava/lang/CharSequence;Landroid/app/PendingIntent;)Landroid/support/v4/app/NotificationCompat$Builder;&android.app.PendingIntent.getService(Landroid/content/Context;ILandroid/content/Intent;I)Landroid/app/PendingIntent;&android.content.Intent.putExtra(Ljava/lang/String;I)Landroid/content/Intent;&android.support.v4.app.NotificationCompat$Builder.setContentText(Ljava/lang/CharSequence;)Landroid/support/v4/app/NotificationCompat$Builder;&android.support.v4.app.NotificationManagerCompat.notify(ILandroid/app/Notification;)V&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.support.v4.app.NotificationCompat$Builder.build()Landroid/app/Notification;&android.content.Intent.<init>(Landroid/content/Context;Ljava/lang/Class;)V,1, ||| 
<=,17,"",android.widget.PopupMenu.getMenu()Landroid/view/Menu;&android.view.MenuItem.setVisible(Z)Landroid/view/MenuItem;&android.view.Menu.findItem(I)Landroid/view/MenuItem;,1, ||| 
<=,17,android.preference.Preference.setEnabled(Z)V,android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z&android.preference.Preference.setEnabled(Z)V,1, ||| 
<=,17,"",android.util.Base64.encodeToString([BI)Ljava/lang/String;&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.content.SharedPreferences$Editor.apply()V&android.security.KeyPairGeneratorSpec$Builder.setStartDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.setSerialNumber(Ljava/math/BigInteger;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.security.KeyPairGeneratorSpec$Builder.setSubject(Ljavax/security/auth/x500/X500Principal;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.build()Landroid/security/KeyPairGeneratorSpec;&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.<init>(Landroid/content/Context;)V&android.security.KeyPairGeneratorSpec$Builder.setEndDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.setAlias(Ljava/lang/String;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.util.Base64.decode(Ljava/lang/String;I)[B,1, ||| 
<=,17,"",android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z&android.os.AsyncTask.execute([Ljava/lang/Object;)Landroid/os/AsyncTask;&android.content.ContextWrapper.getContentResolver()Landroid/content/ContentResolver;&android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;&android.os.AsyncTask.<init>()V,1, ||| 
<=,17,"",android.content.ContextWrapper.unregisterReceiver(Landroid/content/BroadcastReceiver;)V&android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;,1, ||| 
<=,17,"",android.content.IntentFilter.<init>(Ljava/lang/String;)V&android.support.v4.app.Fragment.getActivity()Landroid/support/v4/app/FragmentActivity;&android.content.ContextWrapper.registerReceiver(Landroid/content/BroadcastReceiver;Landroid/content/IntentFilter;)Landroid/content/Intent;,1, ||| 
<=,17,"",android.util.Base64.encodeToString([BI)Ljava/lang/String;&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.content.SharedPreferences$Editor.apply()V&android.content.SharedPreferences$Editor.remove(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.setStartDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.setSerialNumber(Ljava/math/BigInteger;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.setSubject(Ljavax/security/auth/x500/X500Principal;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.build()Landroid/security/KeyPairGeneratorSpec;&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.<init>(Landroid/content/Context;)V&android.content.SharedPreferences$Editor.putInt(Ljava/lang/String;I)Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.setEndDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.KeyPairGeneratorSpec$Builder.setAlias(Ljava/lang/String;)Landroid/security/KeyPairGeneratorSpec$Builder;,1, ||| 
<=,17,"",android.security.keystore.KeyGenParameterSpec$Builder.setEncryptionPaddings([Ljava/lang/String;)Landroid/security/keystore/KeyGenParameterSpec$Builder;&android.util.Base64.encodeToString([BI)Ljava/lang/String;&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.content.SharedPreferences$Editor.apply()V&android.security.keystore.KeyGenParameterSpec$Builder.build()Landroid/security/keystore/KeyGenParameterSpec;&android.content.SharedPreferences$Editor.remove(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.setStartDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.setSerialNumber(Ljava/math/BigInteger;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.security.keystore.KeyGenParameterSpec$Builder.<init>(Ljava/lang/String;I)V&android.security.keystore.KeyGenParameterSpec$Builder.setDigests([Ljava/lang/String;)Landroid/security/keystore/KeyGenParameterSpec$Builder;&android.content.SharedPreferences.getInt(Ljava/lang/String;I)I&android.security.KeyPairGeneratorSpec$Builder.setSubject(Ljavax/security/auth/x500/X500Principal;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.build()Landroid/security/KeyPairGeneratorSpec;&android.content.SharedPreferences$Editor.putInt(Ljava/lang/String;I)Landroid/content/SharedPreferences$Editor;&android.security.KeyPairGeneratorSpec$Builder.<init>(Landroid/content/Context;)V&android.security.KeyPairGeneratorSpec$Builder.setEndDate(Ljava/util/Date;)Landroid/security/KeyPairGeneratorSpec$Builder;&android.util.Base64.decode(Ljava/lang/String;I)[B&android.security.KeyPairGeneratorSpec$Builder.setAlias(Ljava/lang/String;)Landroid/security/KeyPairGeneratorSpec$Builder;,1, ||| 
<=,17,"",android.util.Base64.encodeToString([BI)Ljava/lang/String;&android.content.SharedPreferences$Editor.apply()V&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.content.SharedPreferences$Editor.putInt(Ljava/lang/String;I)Landroid/content/SharedPreferences$Editor;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;,1, ||| 
<=,17,android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,android.content.SharedPreferences.getInt(Ljava/lang/String;I)I&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.util.Base64.decode(Ljava/lang/String;I)[B,1, ||| 
<=,17,android.content.SharedPreferences$Editor.apply()V&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;,"",1, ||| 
<=,17,"",android.util.Base64.encodeToString([BI)Ljava/lang/String;,1, ||| 
<=,17,android.preference.ListPreference.findIndexOfValue(Ljava/lang/String;)I&android.view.WindowManager$LayoutParams.<init>()V&android.content.SharedPreferences$Editor.apply()V&android.preference.ListPreference.setSummary(Ljava/lang/CharSequence;)V&android.widget.TextView.setText(Ljava/lang/CharSequence;)V&android.preference.ListPreference.setValue(Ljava/lang/String;)V&android.view.View.findViewById(I)Landroid/view/View;&android.preference.ListPreference.getEntries()[Ljava/lang/CharSequence;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getSystem()Landroid/content/res/Resources;&android.preference.PreferenceActivity.findPreference(Ljava/lang/CharSequence;)Landroid/preference/Preference;&android.os.Message.obtain(Landroid/os/Handler;ILjava/lang/Object;)Landroid/os/Message;&android.os.Message.sendToTarget()V&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.view.WindowManager$LayoutParams.setTitle(Ljava/lang/CharSequence;)V&android.content.res.Resources.getDimensionPixelSize(I)I&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.res.Resources.getInteger(I)I&android.view.LayoutInflater.inflate(ILandroid/view/ViewGroup;)Landroid/view/View;,"",1, ||| 
<=,17,android.preference.PreferenceActivity.getPreferenceScreen()Landroid/preference/PreferenceScreen;&android.preference.PreferenceGroup.findPreference(Ljava/lang/CharSequence;)Landroid/preference/Preference;&android.preference.Preference.setEnabled(Z)V,"",1,"Enable Quick Actions for non-rooted devices  (among: 2, score: 0.08333333333333333) |||  (among: 2, score: 1.0e-08) ||| "
<=,17,android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z&android.preference.PreferenceFragment.getPreferenceScreen()Landroid/preference/PreferenceScreen;&android.content.SharedPreferences$Editor.apply()V&android.preference.PreferenceGroup.findPreference(Ljava/lang/CharSequence;)Landroid/preference/Preference;&android.preference.TwoStatePreference.setChecked(Z)V&android.content.SharedPreferences$Editor.putBoolean(Ljava/lang/String;Z)Landroid/content/SharedPreferences$Editor;&android.preference.Preference.setEnabled(Z)V&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;,"",1, ||| 
<=,17,"",android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z&android.content.SharedPreferences.getInt(Ljava/lang/String;I)I,1, ||| 
<=,17,"",android.content.SharedPreferences.getBoolean(Ljava/lang/String;Z)Z,1, ||| 
<=,17,android.os.StatFs.getAvailableBlocks()I,android.os.StatFs.getAvailableBlocksLong()J,2,"fix android lint warnings + reformat code  (among: 2, score: 0.014492753623188406) |||  (among: 2, score: 1.0e-08) ||| "
<=,17,android.os.StatFs.getFreeBlocks()I,android.os.StatFs.getFreeBlocksLong()J,2,"fix android lint warnings + reformat code  (among: 2, score: 0.014492753623188406) |||  (among: 2, score: 1.0e-08) ||| "
<=,17,android.os.StatFs.getBlockSize()I&android.os.StatFs.getFreeBlocksLong()J&android.os.StatFs.getFreeBlocks()I&android.os.StatFs.getBlockSizeLong()J,android.os.StatFs.getFreeBytes()J,1,"fix android lint warnings + reformat code  (among: 2, score: 0.014492753623188406) |||  (among: 2, score: 1.0e-08) ||| "
<=,17,android.os.StatFs.getBlockSize()I&android.os.StatFs.getBlockCountLong()J&android.os.StatFs.getBlockCount()I&android.os.StatFs.getBlockSizeLong()J,android.os.StatFs.getTotalBytes()J,1,"fix android lint warnings + reformat code  (among: 2, score: 0.014492753623188406) |||  (among: 2, score: 1.0e-08) ||| "
<=,17,"",android.content.Intent.getClipData()Landroid/content/ClipData;,1, ||| 
<=,17,"",android.content.Intent.getClipData()Landroid/content/ClipData;&android.content.Intent.setClipData(Landroid/content/ClipData;)V,1,"Rename Console to Vector  (among: 2, score: 0.011494252873563218) |||  (among: 2, score: 1.0e-08) ||| "
<=,17,"",android.telephony.CellInfoWcdma.getCellIdentity()Landroid/telephony/CellIdentityWcdma;&android.telephony.CellIdentityWcdma.getMnc()I&android.telephony.CellIdentityWcdma.getLac()I&android.telephony.CellInfoWcdma.getCellSignalStrength()Landroid/telephony/CellSignalStrengthWcdma;&android.telephony.CellIdentityLte.getMcc()I&android.telephony.CellIdentityWcdma.getCid()I&android.telephony.CellIdentityLte.getTac()I&android.telephony.CellInfoLte.getCellSignalStrength()Landroid/telephony/CellSignalStrengthLte;&android.telephony.CellSignalStrengthWcdma.getDbm()I&android.telephony.CellSignalStrengthLte.getDbm()I&android.telephony.CellIdentityLte.getCi()I&android.telephony.CellIdentityWcdma.getPsc()I&android.telephony.CellIdentityLte.getPci()I&android.telephony.CellIdentityWcdma.getMcc()I&android.telephony.CellInfoLte.getCellIdentity()Landroid/telephony/CellIdentityLte;&android.telephony.CellIdentityLte.getMnc()I,1, ||| 
<=,17,"",android.net.wifi.WifiManager.isScanAlwaysAvailable()Z,2, ||| 
<=,17,android.net.wifi.WifiManager.startScan()Z,"",1, ||| 
<=,17,"",android.os.Trace.beginSection(Ljava/lang/String;)V,1, ||| 
<=,17,"",android.os.Trace.endSection()V,1, ||| 
<=,17,android.text.format.DateFormat.getDateFormat(Landroid/content/Context;)Ljava/text/DateFormat;,android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.text.format.DateFormat.getBestDateTimePattern(Ljava/util/Locale;Ljava/lang/String;)Ljava/lang/String;,1, ||| 
<=,17,android.telephony.CellInfoWcdma.getCellIdentity()Landroid/telephony/CellIdentityWcdma;&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.telephony.gsm.GsmCellLocation.getLac()I&android.telephony.TelephonyManager.getNetworkType()I&android.telephony.CellIdentityGsm.getCid()I&android.telephony.NeighboringCellInfo.getPsc()I&android.telephony.gsm.GsmCellLocation.getPsc()I&android.telephony.NeighboringCellInfo.getCid()I&android.telephony.NeighboringCellInfo.getNetworkType()I&android.telephony.NeighboringCellInfo.getLac()I&android.telephony.CellIdentityLte.getCi()I&android.telephony.CellIdentityGsm.getLac()I&android.os.Handler.postDelayed(Ljava/lang/Runnable;J)Z&android.telephony.CellIdentityGsm.getMnc()I&android.telephony.CellInfoLte.getCellIdentity()Landroid/telephony/CellIdentityLte;&android.telephony.gsm.GsmCellLocation.getCid()I&android.telephony.TelephonyManager.getAllCellInfo()Ljava/util/List;&android.net.wifi.WifiManager.startScan()Z&android.telephony.CellIdentityLte.getMnc()I&android.telephony.CellIdentityWcdma.getLac()I&android.telephony.CellIdentityWcdma.getMnc()I&android.telephony.CellIdentityLte.getMcc()I&android.telephony.TelephonyManager.getNeighboringCellInfo()Ljava/util/List;&android.telephony.CellIdentityLte.getTac()I&android.telephony.CellIdentityWcdma.getCid()I&android.telephony.TelephonyManager.getNetworkOperator()Ljava/lang/String;&android.telephony.TelephonyManager.getCellLocation()Landroid/telephony/CellLocation;&android.telephony.CellIdentityWcdma.getPsc()I&android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.telephony.CellIdentityLte.getPci()I&android.telephony.CellInfoGsm.getCellIdentity()Landroid/telephony/CellIdentityGsm;&android.telephony.CellIdentityWcdma.getMcc()I&android.telephony.CellIdentityGsm.getMcc()I,android.telephony.CellInfoWcdma.getCellIdentity()Landroid/telephony/CellIdentityWcdma;&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.telephony.gsm.GsmCellLocation.getLac()I&android.telephony.TelephonyManager.getNetworkType()I&android.telephony.CellIdentityGsm.getCid()I&android.telephony.NeighboringCellInfo.getPsc()I&android.telephony.gsm.GsmCellLocation.getPsc()I&android.telephony.NeighboringCellInfo.getCid()I&android.telephony.NeighboringCellInfo.getNetworkType()I&android.telephony.NeighboringCellInfo.getLac()I&android.telephony.CellIdentityLte.getCi()I&android.telephony.CellIdentityGsm.getLac()I&android.telephony.CellIdentityGsm.getMnc()I&android.telephony.CellInfoLte.getCellIdentity()Landroid/telephony/CellIdentityLte;&android.telephony.gsm.GsmCellLocation.getCid()I&android.telephony.TelephonyManager.getAllCellInfo()Ljava/util/List;&android.telephony.CellIdentityLte.getMnc()I&android.telephony.CellIdentityWcdma.getLac()I&android.telephony.CellIdentityWcdma.getMnc()I&android.telephony.CellIdentityLte.getMcc()I&android.telephony.TelephonyManager.getNeighboringCellInfo()Ljava/util/List;&android.telephony.CellIdentityLte.getTac()I&android.telephony.CellIdentityWcdma.getCid()I&android.telephony.TelephonyManager.getNetworkOperator()Ljava/lang/String;&android.telephony.TelephonyManager.getCellLocation()Landroid/telephony/CellLocation;&android.telephony.CellIdentityWcdma.getPsc()I&android.preference.PreferenceManager.getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;&android.telephony.CellIdentityLte.getPci()I&android.telephony.CellInfoGsm.getCellIdentity()Landroid/telephony/CellIdentityGsm;&android.telephony.CellIdentityWcdma.getMcc()I&android.telephony.CellIdentityGsm.getMcc()I,1, ||| 
<=,17,android.view.ContextThemeWrapper.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getString(I)Ljava/lang/String;,android.text.format.DateFormat.getBestDateTimePattern(Ljava/util/Locale;Ljava/lang/String;)Ljava/lang/String;,1, ||| 
<=,17,android.view.View.getMeasuredHeight()I&android.view.View.setTranslationY(F)V&android.animation.AnimatorSet.setStartDelay(J)V&android.animation.ObjectAnimator.ofFloat(Ljava/lang/Object;Ljava/lang/String;[F)Landroid/animation/ObjectAnimator;&android.animation.ObjectAnimator.ofInt(Ljava/lang/Object;Ljava/lang/String;[I)Landroid/animation/ObjectAnimator;&android.view.animation.DecelerateInterpolator.<init>()V&android.animation.AnimatorSet.<init>()V&android.view.View.setLayerType(ILandroid/graphics/Paint;)V&android.animation.AnimatorListenerAdapter.<init>()V&android.view.View.setVisibility(I)V&android.animation.AnimatorSet.playTogether([Landroid/animation/Animator;)V&android.animation.AnimatorSet.setDuration(J)Landroid/animation/AnimatorSet;&android.animation.Animator.addListener(Landroid/animation/Animator$AnimatorListener;)V&android.animation.AnimatorSet.start()V&android.animation.AnimatorSet.setInterpolator(Landroid/animation/TimeInterpolator;)V,android.os.Handler.post(Ljava/lang/Runnable;)Z&android.os.Handler.postDelayed(Ljava/lang/Runnable;J)Z,1,"Refactor using com.b44t.*  (among: 2, score: 0.0008620689655172414) |||  (among: 2, score: 1.0e-08) ||| "
